Year,NOC,Sport,Medal_Count,Num_Events,Residuals
1960,INA,Boxing,3,10.0,0.6240120790275157
1960,INA,Cycling,8,2.0,1.6581817081370112
1960,INA,Cycling,8,4.0,1.0080260241613255
1960,INA,Fencing,4,8.0,-3.629774932102621
1960,INA,Sailing,5,5.0,2.098373554807396
1960,INA,Shooting,1,6.0,-3.4382190244501913
1960,INA,Weightlifting,2,7.0,1.556438004873185
1960,IND,Athletics,15,34.0,-0.27679613299360284
1960,IND,Football,12,1.0,-1.561089383070442
1960,IND,Shooting,3,6.0,-3.3718893659272187
1960,IND,Weightlifting,1,7.0,-1.377232336603841
1960,IND,Wrestling,5,8.0,0.07991514856268189
1960,IND,Wrestling,5,8.0,0.07991514856268189
1960,IRI,Athletics,1,34.0,-14.716830061683183
1960,IRI,Boxing,4,10.0,-0.7496921911390917
1960,IRI,Shooting,2,6.0,-4.8119232946168
1960,IRI,Weightlifting,5,7.0,2.182733734706577
1960,IRI,Wrestling,12,8.0,6.6398812198731
1960,IRI,Wrestling,12,8.0,6.6398812198731
1960,IRL,Athletics,11,34.0,-3.079212753061748
1960,IRL,Boxing,10,10.0,6.887925117482343
1960,IRL,Cycling,6,2.0,-1.0779052534081615
1960,IRL,Cycling,6,4.0,-1.7280609373838471
1960,IRL,Fencing,10,8.0,1.6341381063522071
1960,IRL,Sailing,6,5.0,2.3622865932622235
1960,IRL,Weightlifting,2,7.0,0.8203510433280119
1960,IRL,Wrestling,4,8.0,0.2774985284945357
1960,IRL,Wrestling,4,8.0,0.2774985284945357
1960,IRQ,Athletics,18,34.0,5.797965430766197
1960,IRQ,Boxing,2,10.0,0.7651033013102884
1960,IRQ,Cycling,2,2.0,-3.200727069580217
1960,IRQ,Cycling,2,4.0,-3.8508827535559025
1960,IRQ,Weightlifting,5,7.0,5.697529227155957
1960,IRQ,Wrestling,1,8.0,-0.8453232876775192
1960,IRQ,Wrestling,1,8.0,-0.8453232876775192
1960,ISL,Athletics,9,34.0,1.727335660088908
1960,ISR,Athletics,12,34.0,0.8229706281351934
1960,ISR,Cycling,2,2.0,-2.175721872211221
1960,ISR,Cycling,2,4.0,-2.8258775561869065
1960,ISR,Fencing,2,8.0,-3.463678512450853
1960,ISR,Gymnastics,15,14.0,-13.241922061927006
1960,ISR,Shooting,4,6.0,1.7278773952015767
1960,ISR,Weightlifting,2,7.0,3.7225344245249534
1960,ITA,Athletics,55,34.0,30.62657230744631
1960,ITA,Basketball,12,1.0,-7.748281753651824
1960,ITA,Boxing,10,10.0,-3.406289822009599
1960,ITA,Canoeing,13,7.0,-3.4062217568893978
1960,ITA,Cycling,17,2.0,-0.37212019290010545
1960,ITA,Cycling,17,4.0,-1.0222758768757885
1960,ITA,Fencing,33,8.0,14.339923166860263
1960,ITA,Football,16,1.0,-6.657720942630533
1960,ITA,Gymnastics,84,14.0,42.56167961738411
1960,ITA,Modern Pentathlon,6,2.0,-1.8999125388805451
1960,ITA,Rowing,26,7.0,9.019262621275285
1960,ITA,Sailing,11,5.0,-2.9319283462297197
1960,ITA,Shooting,9,6.0,-6.468520925487308
1960,ITA,Weightlifting,7,7.0,-4.47386389616393
1960,ITA,Wrestling,16,8.0,1.9832835890025926
1960,ITA,Wrestling,16,8.0,1.9832835890025926
1960,JPN,Athletics,25,34.0,0.8142136874106995
1960,JPN,Basketball,12,1.0,-7.560640373687431
1960,JPN,Boxing,5,10.0,-8.218648442045208
1960,JPN,Cycling,6,2.0,-11.184478812935712
1960,JPN,Cycling,6,4.0,-11.834634496911395
1960,JPN,Fencing,21,8.0,2.5275645468246566
1960,JPN,Gymnastics,84,14.0,42.7493209973485
1960,JPN,Modern Pentathlon,2,2.0,-5.7122711589161534
1960,JPN,Rowing,14,7.0,-2.7930959987603217
1960,JPN,Sailing,6,5.0,-7.744286966265328
1960,JPN,Shooting,9,6.0,-6.2808795455229145
1960,JPN,Weightlifting,7,7.0,-4.286222516199539
1960,JPN,Wrestling,16,8.0,2.1709249689669843
1960,JPN,Wrestling,16,8.0,2.1709249689669843
1960,KEN,Athletics,8,34.0,-10.986707870859629
1960,KEN,Sailing,3,5.0,-5.545208524535656
1960,KEN,Shooting,3,6.0,-7.081801103793245
1960,KOR,Athletics,6,34.0,-14.448428972285853
1960,KOR,Boxing,6,10.0,-3.481291101741764
1960,KOR,Cycling,8,2.0,-5.4471214726322685
1960,KOR,Cycling,8,4.0,-6.097277156607955
1960,KOR,Gymnastics,12,14.0,-25.513321662348055
1960,KOR,Shooting,3,6.0,-8.543522205219471
1960,KOR,Weightlifting,7,7.0,-0.5488651758960952
1960,KOR,Wrestling,4,8.0,-6.091717690729572
1960,KOR,Wrestling,4,8.0,-6.091717690729572
1960,LBR,Athletics,6,34.0,0.30038335628557
1960,LIB,Athletics,1,34.0,-9.719955617280702
1960,LIB,Fencing,7,8.0,1.9933952421332517
1960,LIB,Sailing,3,5.0,2.72154372904327
1960,LIB,Shooting,3,6.0,1.1849511497856815
1960,LIB,Weightlifting,2,7.0,4.179608179109058
1960,LIB,Wrestling,6,8.0,5.636755664275581
1960,LIB,Wrestling,6,8.0,5.636755664275581
1960,LIE,Athletics,3,34.0,-4.876867863815132
1960,LIE,Cycling,1,2.0,0.12443963583845363
1960,LIE,Cycling,1,4.0,-0.525716048137232
1960,LIE,Shooting,4,6.0,5.028038903251251
1960,LUX,Athletics,10,34.0,-2.1359951799859296
1960,LUX,Boxing,5,10.0,3.8311426905581625
1960,LUX,Canoeing,3,7.0,-1.168789244321637
1960,LUX,Cycling,8,2.0,2.865312319667657
1960,LUX,Cycling,8,4.0,2.2151566356919723
1960,LUX,Fencing,18,8.0,11.577355679428026
1960,LUX,Gymnastics,58,14.0,28.79911212995187
1960,LUX,Shooting,5,6.0,1.7689115870804546
1960,LUX,Weightlifting,2,7.0,2.7635686164038313
1960,LUX,Wrestling,4,8.0,2.220716101570355
1960,LUX,Wrestling,4,8.0,2.220716101570355
1960,MAL,Athletics,4,34.0,-8.346662293987691
1960,MAL,Shooting,2,6.0,-1.441755526921308
1960,MAL,Weightlifting,2,7.0,2.5529015024020687
1960,MAR,Athletics,10,34.0,-4.620601987217764
1960,MAR,Boxing,7,10.0,3.346535883326327
1960,MAR,Cycling,8,2.0,0.3807055124358216
1960,MAR,Cycling,8,4.0,-0.26945017153986406
1960,MAR,Fencing,24,8.0,15.09274887219619
1960,MAR,Gymnastics,44,14.0,12.314505322720034
1960,MAR,Modern Pentathlon,2,2.0,3.852913166455381
1960,MAR,Sailing,1,5.0,-3.1791026408937926
1960,MAR,Shooting,6,6.0,0.2843047798486191
1960,MAR,Weightlifting,4,7.0,2.278961809171996
1960,MAR,Wrestling,5,8.0,0.7361092943385188
1960,MAR,Wrestling,5,8.0,0.7361092943385188
1960,MEX,Athletics,6,34.0,-8.82756222694119
1960,MEX,Basketball,12,1.0,1.7975837119606801
1960,MEX,Boxing,3,10.0,-0.8604243563970977
1960,MEX,Cycling,16,2.0,8.173745272712397
1960,MEX,Cycling,16,4.0,7.523589588736712
1960,MEX,Fencing,13,8.0,3.8857886324727655
1960,MEX,Gymnastics,7,14.0,-24.89245491700339
1960,MEX,Modern Pentathlon,6,2.0,7.645952926731956
1960,MEX,Rowing,2,7.0,-5.434871913112213
1960,MEX,Sailing,2,5.0,-2.3860628806172173
1960,MEX,Shooting,6,6.0,0.07734454012519443
1960,MEX,Weightlifting,1,7.0,-0.9279984305514279
1960,MEX,Wrestling,4,8.0,-0.470850945384905
1960,MEX,Wrestling,4,8.0,-0.470850945384905
1960,MLT,Cycling,6,2.0,3.673498229001898
1960,MLT,Cycling,6,4.0,3.023342545026212
1960,MLT,Sailing,3,5.0,4.113690075672284
1960,MLT,Shooting,2,6.0,1.5770974964146953
1960,MON,Fencing,4,8.0,1.0726403899561618
1960,MON,Sailing,3,5.0,4.8007888768661795
1960,MON,Shooting,6,6.0,6.264196297608591
1960,MYA,Athletics,1,34.0,-9.297144499428082
1960,MYA,Boxing,3,10.0,3.669993371116009
1960,MYA,Sailing,3,5.0,3.1443548468958893
1960,MYA,Weightlifting,2,7.0,4.602419296961678
1960,NED,Athletics,10,34.0,-10.002944109693544
1960,NED,Boxing,3,10.0,-6.035806239149455
1960,NED,Canoeing,7,7.0,-5.035738174029255
1960,NED,Cycling,17,2.0,3.9983633899600406
1960,NED,Cycling,17,4.0,3.348207705984354
1960,NED,Fencing,8,8.0,-6.289593250279593
1960,NED,Gymnastics,36,14.0,-1.0678367997557459
1960,NED,Rowing,13,7.0,0.38974620413542915
1960,NED,Sailing,7,5.0,-2.5614447633695754
1960,NED,Wrestling,3,8.0,-6.646232828137263
1960,NED,Wrestling,3,8.0,-6.646232828137263
1960,NGR,Athletics,11,34.0,-7.3943981079010825
1960,NGR,Boxing,4,10.0,-3.4272602373569914
1960,NOR,Athletics,12,34.0,-3.1941131719265883
1960,NOR,Boxing,2,10.0,-2.226975301382498
1960,NOR,Canoeing,3,7.0,-4.2269072362622975
1960,NOR,Cycling,1,2.0,-7.192805672273003
1960,NOR,Cycling,1,4.0,-7.842961356248688
1960,NOR,Fencing,2,8.0,-7.480762312512635
1960,NOR,Gymnastics,7,14.0,-25.25900586198879
1960,NOR,Rowing,2,7.0,-5.801422858097613
1960,NOR,Sailing,9,5.0,4.247386174397382
1960,NOR,Shooting,7,6.0,0.7107935951397941
1960,NOR,Weightlifting,1,7.0,-1.2945493755368283
1960,NOR,Wrestling,4,8.0,-0.8374018903703053
1960,NOR,Wrestling,4,8.0,-0.8374018903703053
1960,NZL,Athletics,22,34.0,5.14574912811916
1960,NZL,Cycling,1,2.0,-8.852943372227255
1960,NZL,Cycling,1,4.0,-9.50309905620294
1960,NZL,Fencing,3,8.0,-8.140900012466886
1960,NZL,Rowing,1,7.0,-8.461560558051865
1960,NZL,Sailing,3,5.0,-3.4127515255568683
1960,NZL,Weightlifting,1,7.0,-2.95468707549108
1960,NZL,Wrestling,1,8.0,-5.497539590324557
1960,NZL,Wrestling,1,8.0,-5.497539590324557
1960,PAK,Athletics,19,34.0,6.783826804608125
1960,PAK,Boxing,4,10.0,2.7509646751522165
1960,PAK,Cycling,3,2.0,-2.214865695738288
1960,PAK,Cycling,3,4.0,-2.8650213797139745
1960,PAK,Shooting,5,6.0,1.6887335716745095
1960,PAK,Weightlifting,2,7.0,2.683390600997886
1960,PAK,Wrestling,7,8.0,5.140538086164409
1960,PAK,Wrestling,7,8.0,5.140538086164409
1960,PAN,Athletics,6,34.0,-3.599354837591793
1960,PAN,Weightlifting,1,7.0,4.300208958797967
1960,PAN,Wrestling,1,8.0,1.7573564439644902
1960,PAN,Wrestling,1,8.0,1.7573564439644902
1960,PER,Football,19,1.0,8.813857703377428
1960,PER,Rowing,2,7.0,-2.509158732716756
1960,PER,Shooting,12,6.0,9.003057720520651
1960,PHI,Athletics,10,34.0,-2.2278876629482394
1960,PHI,Basketball,12,1.0,4.3972582759536305
1960,PHI,Boxing,1,10.0,-0.2607497924041473
1960,PHI,Sailing,3,5.0,1.213611683375733
1960,PHI,Shooting,8,6.0,4.677019104118145
1960,PHI,Weightlifting,2,7.0,2.6716761334415216
1960,POL,Athletics,64,34.0,41.88417182429916
1960,POL,Basketball,12,1.0,-5.490682236798975
1960,POL,Boxing,10,10.0,-1.1486903051567534
1960,POL,Canoeing,10,7.0,-4.148622240036554
1960,POL,Cycling,8,2.0,-7.114520676047258
1960,POL,Cycling,8,4.0,-7.7646763600229445
1960,POL,Fencing,33,8.0,16.59752268371311
1960,POL,Football,13,1.0,-7.400121425777684
1960,POL,Gymnastics,84,14.0,44.81927913423696
1960,POL,Modern Pentathlon,6,2.0,0.35768697797230065
1960,POL,Rowing,5,7.0,-9.72313786187187
1960,POL,Shooting,10,6.0,-3.2109214086344604
1960,POL,Weightlifting,7,7.0,-2.2162643793110846
1960,POL,Wrestling,13,8.0,1.2408831058554384
1960,POL,Wrestling,13,8.0,1.2408831058554384
1960,POR,Athletics,5,34.0,-8.965489237986343
1960,POR,Cycling,8,2.0,1.0358182616672424
1960,POR,Cycling,8,4.0,0.38566257769155676
1960,POR,Fencing,19,8.0,10.74786162142761
1960,POR,Gymnastics,22,14.0,-9.030381928048545
1960,POR,Rowing,5,7.0,-1.572798924157368
1960,POR,Sailing,11,5.0,7.476010108337628
1960,POR,Shooting,9,6.0,3.93941752908004
1960,POR,Weightlifting,1,7.0,-0.06592544159658331
1960,POR,Wrestling,3,8.0,-0.6087779564300599
1960,POR,Wrestling,3,8.0,-0.6087779564300599
1960,PUR,Athletics,9,34.0,-3.054172589889548
1960,PUR,Basketball,12,1.0,4.57097334901232
1960,PUR,Fencing,1,8.0,-5.340821730475595
1960,PUR,Shooting,4,6.0,0.8507341771768351
1960,PUR,Weightlifting,2,7.0,2.845391206500212
1960,RHO,Athletics,4,34.0,-6.328385995982998
1960,RHO,Boxing,4,10.0,4.638751874561093
1960,RHO,Sailing,2,5.0,2.1131133503409734
1960,RHO,Shooting,1,6.0,-0.42347922891661494
1960,ROU,Athletics,10,34.0,-12.285093144042147
1960,ROU,Boxing,9,10.0,-2.3179552734980557
1960,ROU,Canoeing,11,7.0,-3.317887208377856
1960,ROU,Cycling,9,2.0,-6.28378564438856
1960,ROU,Cycling,9,4.0,-6.933941328364247
1960,ROU,Fencing,23,8.0,6.428257715371807
1960,ROU,Gymnastics,36,14.0,-3.349985834104352
1960,ROU,Rowing,14,7.0,-0.8924028302131717
1960,ROU,Shooting,12,6.0,-1.3801863769757627
1960,ROU,Weightlifting,2,7.0,-7.385529347652387
1960,ROU,Wrestling,7,8.0,-4.928381862485864
1960,ROU,Wrestling,7,8.0,-4.928381862485864
1960,RSA,Athletics,13,34.0,-1.9245194830591785
1960,RSA,Boxing,8,10.0,4.042618387484912
1960,RSA,Cycling,7,2.0,-0.9232119834055936
1960,RSA,Cycling,7,4.0,-1.5733676673812784
1960,RSA,Gymnastics,5,14.0,-26.98941217312138
1960,RSA,Modern Pentathlon,1,2.0,2.548995670613966
1960,RSA,Rowing,5,7.0,-2.531829169230204
1960,RSA,Sailing,3,5.0,-1.4830201367352078
1960,RSA,Shooting,7,6.0,0.9803872840072039
1960,RSA,Weightlifting,3,7.0,0.9750443133305815
1960,RSA,Wrestling,5,8.0,0.43219179849710443
1960,RSA,Wrestling,5,8.0,0.43219179849710443
1960,SGP,Sailing,3,5.0,2.5357112628495715
1960,SGP,Shooting,1,6.0,-1.0008813164080168
1960,SGP,Weightlifting,1,7.0,2.99377571291536
1960,SMR,Cycling,8,2.0,5.9856232722992155
1960,SMR,Cycling,8,4.0,5.33546758832353
1960,SMR,Shooting,4,6.0,3.889222539712013
1960,SMR,Wrestling,1,8.0,2.341027054201913
1960,SMR,Wrestling,1,8.0,2.341027054201913
1960,SRI,Athletics,1,34.0,-8.313892099197446
1960,SRI,Boxing,2,10.0,3.6532457713466453
1960,SRI,Cycling,1,2.0,-1.31258459954386
1960,SRI,Cycling,1,4.0,-1.9627402835195458
1960,SUD,Athletics,2,34.0,-6.35155378214373
1960,SUD,Boxing,3,10.0,5.615584088400361
1960,SUD,Shooting,6,6.0,6.553352984922653
1960,SUD,Weightlifting,2,7.0,6.54801001424603
1960,SUI,Athletics,27,34.0,8.835051500985173
1960,SUI,Boxing,6,10.0,-1.1978106284707355
1960,SUI,Canoeing,7,7.0,-3.197742563350534
1960,SUI,Cycling,16,2.0,4.83635900063876
1960,SUI,Cycling,16,4.0,4.186203316663073
1960,SUI,Fencing,12,8.0,-0.4515976396008732
1960,SUI,Gymnastics,48,14.0,12.770158810922972
1960,SUI,Modern Pentathlon,6,2.0,4.308566654658319
1960,SUI,Rowing,18,7.0,7.227741814814149
1960,SUI,Sailing,11,5.0,3.276550847309145
1960,SUI,Shooting,12,6.0,2.7399582680515557
1960,SUI,Weightlifting,3,7.0,-2.2653847026250666
1960,SUI,Wrestling,12,8.0,4.191762782541456
1960,SUI,Wrestling,12,8.0,4.191762782541456
1960,SWE,Athletics,32,34.0,12.344464792517151
1960,SWE,Boxing,2,10.0,-6.68839733693876
1960,SWE,Canoeing,9,7.0,-2.6883292718185583
1960,SWE,Cycling,8,2.0,-4.654227707829264
1960,SWE,Cycling,8,4.0,-5.304383391804951
1960,SWE,Fencing,13,8.0,-0.9421843480688974
1960,SWE,Gymnastics,84,14.0,47.27957210245494
1960,SWE,Modern Pentathlon,6,2.0,2.8179799461902943
1960,SWE,Rowing,20,7.0,7.737155106346124
1960,SWE,Sailing,11,5.0,1.7859641388411198
1960,SWE,Shooting,12,6.0,1.2493715595835333
1960,SWE,Weightlifting,1,7.0,-5.755971411093091
1960,SWE,Wrestling,14,8.0,4.701176074073432
1960,SWE,Wrestling,14,8.0,4.701176074073432
1960,TCH,Athletics,34,34.0,12.40460303788754
1960,TCH,Basketball,12,1.0,-4.970251023210594
1960,TCH,Boxing,3,10.0,-7.628259091568371
1960,TCH,Canoeing,13,7.0,-0.6281910264481692
1960,TCH,Cycling,6,2.0,-8.594089462458875
1960,TCH,Cycling,6,4.0,-9.244245146434562
1960,TCH,Gymnastics,84,14.0,45.33971034782534
1960,TCH,Rowing,23,7.0,8.797293351716513
1960,TCH,Shooting,12,6.0,-0.6904901950460776
1960,TCH,Weightlifting,3,7.0,-5.695833165722702
1960,TCH,Wrestling,5,8.0,-6.238685680556179
1960,TCH,Wrestling,5,8.0,-6.238685680556179
1960,THA,Athletics,10,34.0,-4.738825334015711
1960,THA,Boxing,4,10.0,0.22831253652838068
1960,THA,Sailing,2,5.0,-2.297325987691739
1960,THA,Shooting,8,6.0,2.166081433050673
1960,TPE,Athletics,9,34.0,-4.692537023543094
1960,TPE,Boxing,2,10.0,-0.7253991529990031
1960,TPE,Football,13,1.0,1.0231697263800648
1960,TPE,Shooting,4,6.0,-0.787630256476711
1960,TPE,Weightlifting,2,7.0,1.2070267728466657
1960,TUN,Athletics,13,34.0,0.08043038111020451
1960,TUN,Boxing,5,10.0,3.0475682516542957
1960,TUN,Cycling,8,2.0,2.0817378807637903
1960,TUN,Cycling,8,4.0,1.4315821967881046
1960,TUN,Fencing,9,8.0,1.793781240524158
1960,TUN,Football,13,1.0,1.7961371310333636
1960,TUN,Modern Pentathlon,6,2.0,9.553945534783349
1960,TUN,Shooting,2,6.0,-2.014662851823412
1960,TUR,Athletics,18,34.0,1.9089866071275878
1960,TUR,Football,14,1.0,-0.3753066429492531
1960,TUR,Sailing,1,5.0,-4.64951404654844
1960,TUR,Wrestling,16,8.0,10.265697888683873
1960,TUR,Wrestling,16,8.0,10.265697888683873
1960,UAR,Athletics,2,34.0,-13.82418862302133
1960,UAR,Boxing,4,10.0,-0.8570507524772388
1960,UAR,Fencing,9,8.0,-1.1108377636073765
1960,UAR,Football,17,1.0,2.891518126901829
1960,UAR,Gymnastics,48,14.0,15.11091868691647
1960,UAR,Rowing,9,7.0,0.5685016908076452
1960,UAR,Shooting,3,6.0,-3.9192818559549467
1960,UAR,Weightlifting,7,7.0,4.07537517336843
1960,UAR,Wrestling,4,8.0,-1.467477341465047
1960,UAR,Wrestling,4,8.0,-1.467477341465047
1960,UGA,Athletics,10,34.0,-3.160536624161402
1960,UGA,Boxing,6,10.0,3.806601246382688
1960,URS,Athletics,97,34.0,64.85348075701557
1960,URS,Basketball,12,1.0,-15.521373304082566
1960,URS,Boxing,10,10.0,-11.179381372440346
1960,URS,Canoeing,13,7.0,-11.179313307320143
1960,URS,Cycling,17,2.0,-8.14521174333085
1960,URS,Cycling,17,4.0,-8.795367427306534
1960,URS,Fencing,33,8.0,6.566831616429518
1960,URS,Gymnastics,84,14.0,34.78858806695336
1960,URS,Modern Pentathlon,6,2.0,-9.673004089311291
1960,URS,Rowing,26,7.0,1.2461710708445395
1960,URS,Sailing,11,5.0,-10.705019896660467
1960,URS,Shooting,12,6.0,-11.241612475918053
1960,URS,Weightlifting,6,7.0,-13.246955446594676
1960,URS,Wrestling,16,8.0,-5.789807961428153
1960,URS,Wrestling,16,8.0,-5.789807961428153
1960,URU,Athletics,1,34.0,-10.872998649493018
1960,URU,Basketball,12,1.0,4.75214728940885
1960,URU,Boxing,3,10.0,2.0941392210510728
1960,URU,Cycling,9,2.0,4.128308850160567
1960,URU,Cycling,9,4.0,3.4781531661848817
1960,URU,Fencing,3,8.0,-3.159647790079065
1960,URU,Rowing,5,7.0,0.5196916643359568
1960,URU,Sailing,3,5.0,1.568500696830953
1960,USA,Athletics,96,34.0,61.53771818818027
1960,USA,Basketball,12,1.0,-17.837135872917862
1960,USA,Boxing,10,10.0,-13.495143941275643
1960,USA,Canoeing,13,7.0,-13.49507587615544
1960,USA,Cycling,17,2.0,-10.460974312166147
1960,USA,Cycling,17,4.0,-11.11112999614183
1960,USA,Fencing,33,8.0,4.251069047594221
1960,USA,Gymnastics,84,14.0,32.47282549811806
1960,USA,Modern Pentathlon,6,2.0,-11.988766658146588
1960,USA,Rowing,26,7.0,-1.069591497990757
1960,USA,Sailing,11,5.0,-13.020782465495763
1960,USA,Shooting,12,6.0,-13.55737504475335
1960,USA,Weightlifting,7,7.0,-14.562718015429972
1960,USA,Wrestling,16,8.0,-8.10557053026345
1960,USA,Wrestling,16,8.0,-8.10557053026345
1960,VEN,Athletics,13,34.0,-0.3790712571989232
1960,VEN,Boxing,3,10.0,0.588066613345168
1960,VEN,Cycling,8,2.0,1.6222362424546626
1960,VEN,Cycling,8,4.0,0.9720805584789769
1960,VEN,Fencing,16,8.0,8.33427960221503
1960,VEN,Sailing,2,5.0,-0.9375719108749516
1960,VEN,Shooting,6,6.0,1.52583550986746
1960,VEN,Weightlifting,2,7.0,1.5204925391908368
1960,VEN,Wrestling,2,8.0,-1.0223599756426398
1960,VEN,Wrestling,2,8.0,-1.0223599756426398
1960,VNM,Fencing,3,8.0,-2.022380066873673
1960,WIF,Athletics,12,34.0,0.5669284624816644
1960,WIF,Cycling,3,2.0,-1.4317640378647498
1960,WIF,Cycling,3,4.0,-2.0819197218404355
1960,WIF,Sailing,2,5.0,1.0084278088056358
1960,WIF,Shooting,2,6.0,-0.5281647704519523
1960,WIF,Weightlifting,1,7.0,2.4664922588714244
1960,YUG,Athletics,23,34.0,5.494063997572837
1960,YUG,Basketball,12,1.0,-0.8807900635252963
1960,YUG,Boxing,4,10.0,-2.5387981318830732
1960,YUG,Canoeing,3,7.0,-6.538730066762874
1960,YUG,Cycling,8,2.0,-2.5046285027735777
1960,YUG,Cycling,8,4.0,-3.1547841867492643
1960,YUG,Fencing,2,8.0,-9.792585143013211
1960,YUG,Football,16,1.0,0.20977074749599467
1960,YUG,Gymnastics,63,14.0,28.429171307510636
1960,YUG,Rowing,12,7.0,1.8867543114018108
1960,YUG,Sailing,3,5.0,-4.064436656103193
1960,YUG,Shooting,8,6.0,-0.6010292353607802
1960,YUG,Wrestling,5,8.0,-2.1492247208708815
1960,YUG,Wrestling,5,8.0,-2.1492247208708815
1964,AFG,Wrestling,8,8.0,7.442859600223505
1964,AFG,Wrestling,8,8.0,7.442859600223505
1964,AHO,Fencing,1,8.0,-1.2436553291681793
1964,AHO,Weightlifting,3,7.0,7.942557607807629
1964,ALG,Gymnastics,7,14.0,-22.327602947949952
1964,ARG,Athletics,12,36.0,-3.5356899313647148
1964,ARG,Boxing,10,10.0,6.081603623155065
1964,ARG,Cycling,14,2.0,6.11577325226456
1964,ARG,Cycling,14,5.0,5.14053972630103
1964,ARG,Fencing,23,8.0,13.827816612024927
1964,ARG,Football,14,1.0,0.8301725025341327
1964,ARG,Gymnastics,7,14.0,-24.950426937451226
1964,ARG,Judo,3,4.0,-0.1750654337996922
1964,ARG,Rowing,12,7.0,4.507156066439949
1964,ARG,Sailing,6,5.0,1.5559650989349443
1964,ARG,Shooting,8,6.0,2.0193725196773578
1964,ARG,Weightlifting,2,7.0,0.01402954900073361
1964,ARG,Wrestling,8,8.0,3.4711770341672565
1964,ARG,Wrestling,8,8.0,3.4711770341672565
1964,AUS,Athletics,60,36.0,36.823760352336336
1964,AUS,Basketball,12,1.0,-5.900938024786104
1964,AUS,Boxing,10,10.0,-1.5589460931438808
1964,AUS,Canoeing,12,7.0,-2.5588780280236794
1964,AUS,Cycling,14,2.0,-1.5247764640343853
1964,AUS,Cycling,14,5.0,-2.5000099899979134
1964,AUS,Fencing,32,8.0,15.187266895725983
1964,AUS,Gymnastics,78,14.0,38.409023346249825
1964,AUS,Judo,4,4.0,-6.815615150098637
1964,AUS,Modern Pentathlon,6,2.0,-0.05256881001482672
1964,AUS,Rowing,26,7.0,10.866606350141003
1964,AUS,Sailing,11,5.0,-1.0845846173640012
1964,AUS,Shooting,8,6.0,-5.621177196621588
1964,AUS,Weightlifting,7,7.0,-2.626520167298212
1964,AUS,Wrestling,8,8.0,-4.169372682131689
1964,AUS,Wrestling,8,8.0,-4.169372682131689
1964,AUT,Athletics,11,36.0,-4.5820430991850465
1964,AUT,Boxing,3,10.0,-0.9647495446652652
1964,AUT,Canoeing,6,7.0,-0.9646814795450673
1964,AUT,Fencing,9,8.0,-0.21853655579540288
1964,AUT,Gymnastics,5,14.0,-26.996780105271565
1964,AUT,Judo,3,4.0,-0.22141860162002125
1964,AUT,Modern Pentathlon,6,2.0,7.54162773846379
1964,AUT,Rowing,7,7.0,-0.5391971013803811
1964,AUT,Sailing,3,5.0,-1.4903880688853857
1964,AUT,Shooting,5,6.0,-1.026980648142974
1964,AUT,Weightlifting,3,7.0,0.9676763811804037
1964,AUT,Wrestling,4,8.0,-0.5751761336530734
1964,AUT,Wrestling,4,8.0,-0.5751761336530734
1964,BAH,Athletics,4,36.0,-10.705948867984954
1964,BAH,Sailing,8,5.0,4.385706162314705
1964,BEL,Athletics,13,36.0,-3.1023124089925
1964,BEL,Canoeing,2,7.0,-5.484950789352521
1964,BEL,Cycling,15,2.0,6.549150774636777
1964,BEL,Cycling,15,5.0,5.573917248673247
1964,BEL,Fencing,2,8.0,-7.738805865602856
1964,BEL,Gymnastics,5,14.0,-27.517049415079015
1964,BEL,Rowing,2,7.0,-6.0594664111878345
1964,BEL,Sailing,1,5.0,-4.010657378692839
1964,BEL,Shooting,2,6.0,-4.547249957950427
1964,BEL,Weightlifting,1,7.0,-1.5525929286270497
1964,BEL,Wrestling,3,8.0,-2.0954454434605267
1964,BEL,Wrestling,3,8.0,-2.0954454434605267
1964,BER,Sailing,4,5.0,4.775165437459794
1964,BOL,Canoeing,1,7.0,1.9504759283075064
1964,BRA,Athletics,1,36.0,-17.420876602667313
1964,BRA,Basketball,12,1.0,-1.1455749797897603
1964,BRA,Boxing,3,10.0,-3.8035830481475372
1964,BRA,Football,12,1.0,-4.055014168768469
1964,BRA,Judo,1,4.0,-5.060252105102293
1964,BRA,Modern Pentathlon,1,2.0,-0.2972057650184823
1964,BRA,Sailing,5,5.0,-2.329221572367656
1964,BRA,Volleyball,10,2.0,-4.846932815920567
1964,BUL,Athletics,9,36.0,-10.11571220460565
1964,BUL,Boxing,6,10.0,-1.4984186500858714
1964,BUL,Canoeing,2,7.0,-8.49835058496567
1964,BUL,Cycling,1,2.0,-10.464249020976375
1964,BUL,Cycling,1,5.0,-11.439482546939907
1964,BUL,Gymnastics,58,14.0,22.46955078930784
1964,BUL,Shooting,7,6.0,-2.5606497535635775
1964,BUL,Volleyball,12,2.0,-3.5417684178589006
1964,BUL,Weightlifting,5,7.0,-0.5659927242402016
1964,BUL,Wrestling,16,8.0,7.8911547609263195
1964,BUL,Wrestling,16,8.0,7.8911547609263195
1964,CAM,Boxing,4,10.0,7.428389638670003
1964,CAM,Cycling,8,2.0,7.462559267779499
1964,CAM,Cycling,8,5.0,6.487325741815971
1964,CAM,Sailing,3,5.0,5.9027511144498845
1964,CAN,Athletics,26,36.0,3.1980688103426225
1964,CAN,Basketball,11,1.0,-6.526629566779821
